text,label
"2820 Im not into manga or anime but Ive always appreciated the art form this ending was actually awesome and hit me 

Really inspiring on a bunch of levels I actually would love to buy",positive
Wait why tf is it actually so good,positive
Wow Love you very much You are absolutely awesome my friend,positive
Thats so amazing god So cool,positive
the hunter is a woman,neutral
Have you read the manga Bakuman Brilliant stuff about drawing a manga and getting it published learning stuff in every volume ,positive
"Broooo I am so jelly that you have access to all the tone papers So exciting 

Good for you Pewds keep on drawing Keep going If theres a good story you can forgive the art XD you know what I mean 333 so dont wait for perfectionism or you will never start 

Im rooting for you

One punch man is good inspiration for just getting in there and doing it",positive
This man is living his best life,positive
I smiled so hard once he got on the tiger and gasped at the end captivating Great Job Pewds,positive
Looks more interesting than any of these constant webcomics of romance ngl,positive
Love from Norway,positive
Your concept reminds me of Team Icos games I cant think of anyone else other than Fumito Ueda whos going for this vibe,neutral
Tuff bro,neutral
For the panels in the wrong order since they are the same size you can just swap them after you scan the pages,negative
whats next I wonder maybe hell reinvent the wheel,negative
Ngl i missed seeing his gameplay Would love to see him playing RE Requiem,positive
Felix has completed the last stage of his Japanese citizen naturalization,neutral
The dots are called duotone Old comic shorthand for producing texture and shade,neutral
"This looks amazing Pewds 
Ive been drawing my whole life and I can relate to os many of your struggles xD to all of them probably lol 
Never tried to create a manga just some really short stories back then bc I get bored easily if I keep repeating the same characters xD But watching this kinda makes me wanna draw a manga too sometime hahah 

Yours look really beautiful I love everything 
Please make another one in the future xD 

Also the art shops there are a dream I wish I could buy my art supplies in Japan as well 

Brofist from Brazil",positive
Im starting to think you are not a real person because I was just think about doing the same things like same time wtf,negative
This is genuinely peak,neutral
Please finish berserk,positive
This was exactly what I needed thanks,positive
we have to respect ghat while everyone is turning there ht channals into profitable ai slop and promoting trash to kids he alone the hounerable one is actually making videos worth watching and actually pushing effort,positive
Honestly love when you do anything art related seeing the thought processes reasons behind stuff is so good,positive
"1402  he was doing this cz he was happy


2044 You need to try things in order to learn You need to fail in order to learn",positive
his art style reminds me of blame and tower dungeon by tsutomu Nihei,negative
You need to read tower dungeon tsutomo nehie wrote it,neutral
Really happy for bro but watching him lately has become just a painful reminder of how bad my life has been going,negative
I hope your son never see the youth You will mourn him soon,neutral
"Felix the character arc Im delighted to see is YOURS Im Swedish so what do I know but Im feeling like your mindset is Japanese  Love all the feelings youre going through 
You did an amazing job on the manga congrats",positive
Not trying to be extra but the way the tigers lines flow through the river feels like some kind of magic thats going to be reincarnated again also looks like Felix chair,positive
Nihei Tsutomu will be one of my favourite mangaka ever First watched Knight of sidonia and jump straight to the manga Then discovering Blame and Aposimz The sense and scale and armor design in his manga are what i enjoyed the most,positive
The side quests this man is on its beautiful Perhaps its not a sidequest but a whole new one,positive
Ok now make an updated Draw My Life video,positive
You have always been a story teller  the minecraft playthrough with the council of sheep and the dog sven was epic I cant wait wait to read my first manga when you finish,neutral
Bro is taking quality video over quantity to whole new level,neutral
I know your proud of your work but you hold yourself to a high standard with the idols you have what you drew is GREAT,positive
Its hard in the Start and i promise next time you do that its gonna so relaxing and enjoyfull activity,positive
The story was really good,positive
 the slow loss of sanity was hilarious and relateable lol I hope he finishes it,positive
"Lets review the list here Pewdiepie is
1 A gamer
2 A philosopher
3 A comedian
4 A rapper
5 A vlogger
6 A surfer
7 An AI engineer
8 A manga Artist

Come on now",positive
Speaking of art please play meccha cameleon please pewdiepie please,positive
"Its so heart warming to see people invested and passionate about art

The widespread use of generative AI has worn down my passion for drawing because it feels pointless now Went into an art depression of sorts because of it This really inspires me 


This is AMAZING",positive
So many YouTubers put out mangas nowadays and they hire artists to do everything Pewdiepie actually drew his own like a mega chad Huge respect,positive
This is so cool,positive
my autism didnt really get it but i loved the art keep going,positive
The world got weird bro,negative
Bro has such a great understanding of visual storytelling and composition You can tell he truly loves and appreciates art,positive
can tell how heavily its inspired by niheis new artstyle specifically tower dungeon even had yuva in the storyboards,positive
AINT NO WAY,positive
People love shitting on him waah waah millionaire waah waah he has time Bruv watching him genuenly enjoy the process of whatever he dicided to dabble in gave me more hope and creative boost than listening to whining of supposedly full time creatives Hes tackling and solving problems looking for ways to overcome whatever issue he encounters its fun its engaging it makes me want to do things man Theres so much hope in watching someone have a hold my beer Imma do it attitude and then commit to doing it despite lacking experience,positive
I just started planning my own graphic novel last month and im just past the research about art supplies and im VERY jealous about all the screen tones and deleter paper theyre insanely expensive in europe so ive just decided to go digital this time,negative
Im gonna say this now and I might be wrong Bro might have an anime series one day,negative
Your video has inspired me to draw my own short comic Its gonna be 45 panels so a lot less ambitious  Good luck on our endeavors good sir,positive
i got invested in the process and in the story aswell great job good to watch you just do things for 15 years,positive
If you start writing a story and dont cut out anything you will write a berserk and die befire you finish it haha haha,positive
1207 pewds man did you light up the beak you need to burn it a little bit to take it off residuos when you use nankin with residous the ink will be clogued in the middle so light it up the point like a cigarret for 1 or 2 seconds e then you try it on a text paper it will come out smoothly,positive
Bro loved drawing so much,positive
I know you are pewdiepie but buy Clipstudio paint and a Wacom display tablet  after few years it will be easy to draw manga traiditonally  but it can take a lot of time 10 to 15 years may be less depends Proud of you my friend you are an inspiration to us,positive
The quest for cultural appropriation isnt over I see,neutral
I really appreciated calling out the part of yourself that gives up near the end I think I do that too and it makes me wanna do better,positive
This was great idea thank you pewds,positive
Thank you for this video very enlightening,positive
pewds someone will make a fan animation I can alr sense it great work,positive
I love that instead of milking his channel until the end of eternity he uses it as an outlet to be creative and try new things in life that look fun I feel the same way,positive
That was amazing Reminds me a bit of calvin and hobbes in another universe ,positive
2612 That is most definitely a sexy tiger,positive
Mr Pew watching your journey reignited my passion on drawing again I honestly cheer you on your artdevelopment and Im truly glad I followed you since the old days thank you and have a good one,positive
2755 this was so sad but incredibly beautiful,positive
Pewds you need to play more trap adventure 2,positive
"Wow that unexpectedly hit me hard
I feel like the idea is so individually obvious to anyone everyone sees the exact thing they got touched by one day its so worldwide and uniting to me
This is truly a unique piece
And i get that such massive youtuber has to chuckle at their own work not to get harsh critique but the drawing is sooooo good
The use of all the tools and the tones is so beautiful it makes it so whole
I feel like that could be too personal for me to share such deep and intimate peice as such story 
I just want to thank you for the bravery and the true spirit of art 
Stay safe and creative everyone",positive
"Looks amazing man Great job taking the time to do the hard work 
Im an anime light novel author and I WISH I had the time and funds to turn it into a Manga 
Dude Im SO coming along for the ride to watch you succeed in your dreams and ambitions ",positive
You are the man of many skills,neutral
Wait why is it actually so incredibly good ,positive
Please publish it,positive
I cried at the end man,negative
just plug the vpn,neutral
Now turn it into an anime,neutral
Blame as the manga bible is right Such a great artist and he has so  much going on with just architecture and simple looking figures And you can watch the mangaka get so much better from volum1 onwards He knew waht he was doing but wasnt such a fantastic artist in volume 1 and 2,negative
You really inspired me Felix Thanks for sharing your great work and your art Its amazing You reminded just how beautiful tigers are ,positive
My main advice for you manga project is to have another kid,neutral
"Bro asking questions in Japanese what a kid
YouTuber to manga artist an amazing carrier change",positive
I knew it was going to be Blame inspired,positive
Bro is living the life Great to watch this hopfully I can pick up on thing for my visual novel,positive
bro it is sick,negative
What are we doing gang  This man is supposed to be my photoshop goat,neutral
Turned out soooo good Would love to have this in my collection ,positive
Bro try make game bro nexr with defold,neutral
i would for real buy thisfirst time watching pewdiepie after a couple yearshe is a great dad,positive
My problem is abundance of skill but absolutely void of desire,positive
So cool,positive
bros content was genuinely always so ahh,neutral
best Saily AD ever LOL,positive
It unironically looks so good The line economy composition and flow The tiger itself Im so impressed every time I see Pewdiepies art,positive
"y u so evil     
that tiger deserved to live     
Im devastated   ",negative
Honestly your art is beautiful love the style Huge respect for pushing through and finishing it we always tend to be the harshest with our selves Looking forward for another manga attempt  Amazing job,positive
Come back here when PewDiePie has his own anime,neutral
You know Manga artist has worked themselves to hospitals or to death right ,negative
Im just gonna draw twice and fuck up the first one on purpose PewDiePie,negative
Hey man you will never see my comment unless people like it but I think with your fountain pen you can just hold a lighter to the end and then it should write again  Nothing online would explain that to me and I just happened to hear it in passing  Manga drawers and the modern medievals of course like their secrets,positive
Main character basically just met Griffith,neutral
STOP doing things PLEASE,neutral
I painfully relate with the note about how you sabatoge when your project isnt turning out the way you want I have to stop myself from this same thing all the time and it feels so relatable ,negative
You can tell hes gotten quite the accent,neutral
If I had to give advice as a creative it would be Try hard things and put out bad content Because the more you fully go through the process of creating a complete work of art the more you can push yourself to refine along the way instead of just hitting a road bump and never finishing anything,positive
Amazing You know Im the same wayI always take my time before starting anything especially when coding But its so worth it Once the app goes into production debugging is easier maintenance is a breeze and all that upfront work pays back on every new project because I can reuse patterns architecture error handling the whole package I may be slower at the start but after that everything runs like a dream,positive
Artist here no Mangaka  your compositions are reaaally solid mate and I love those pretty confident lines Honestly impressive work for a beginner draftsman,positive
Great job Felix well put them right up on the fridge,positive
Hey everyone I just dropped my first track and Id love to get some honest feedback on the production,positive
That was a great bedtime story The market for children bedtime manga is all yours dude,positive
Bro just loves BLAME so much that he removed speech from own manga,positive
"I wanna remind anyone who sees this even the most famous manga have some janky ass frames sometimes characters be looking wild from one close up to another and other times it looks better But the mangaka still published and the story gets loved You ever read the first volume of attack on titan Some of those shots are insanely goofy

All this to say its good to put out good work but dont let yourself get stuck on the details and perfecting every frame sometimes its better to just get it done and get your story out there",positive
r Bjorn supposed to be Bjrn,neutral
every time I try to draw a kid it either comes out as just a 60 sized adult or a super chibi character That somehow sometimes still looks like an adult,positive
As someone who is struggling to finish one oneshot and I have 3 chapters of a longer story finished but I dont think Ill continue this one at least not without redoing everything I admire every single one creator who manages to finish a whole story Its not a small achievement at all You should be proud of yourself Pewds And everyone else too,positive
"The tigers stripes leaking into the water like blood was so unique That one image alone was so insanely creative

I am curious about why the boy jumped on the tiger though as well as why there appears to be a tiny cat on his shoulder at the end",positive
I would buy this tbh,neutral
maybe someday you should draw a splash art i think it will be amazing,positive
we all know bjorn drew that while you were making the video on odysseus,neutral
PLEASE PUBLISH Please,positive
As a kid I I saw others watching pewdiepie it was just not my niche but its random as hell to see bro turned Japanese,negative
I wish i could buy this,positive
First time when i see this youtuber but i already like his channel,positive
no more meme reviews or LWAY or pwediepie tuber simulator now I miss those days,negative
You know what it actually looks nice at the time minutes of 425,positive
This is just Calvin and Hobbes,neutral
Never let them know your next move,neutral
Hey man you might not read this but here it goes anyways Im 38 almost 39 years old guy that has a wife an a 8 years old son So I think were pretty much from the same generation Ive followed you since 2012 more or less I somewhat felt like I envied you because you can do all this stuff that I always wanted to do but always had to put down or postpone indefinitely because I didnt have the time or whatever reason  however this video hit something different and I noticed you and I have something in common throughout the video you like criticized yourself or I noticed that you had your doubts or concerns but you kept forward you kept at it you had lows and ups but you kept pressing forward and you finished it You finished your own manga and thats no small feat considering you have a wife and a son and I guess a lot of other things to do but you kept pushing for something you wanted to do and I felt really happy for you by the end when you read your finished product And I could sense all the love and effort you put on and that got me thinking Theres always a phrase my wife tells me Better done than perfect You dont need it to be perfect you need it to be done So congratulations man You did really well and you should be proud of what you made I will try to do as well,positive
One of the arcs of Shirobako is about drawing horses how hard is it and how they bring an old timer to do it and Pewds just draw 3 on his 1st manga,negative
1055 that look at the camera is killing me,negative
2629 what is the reference,neutral
Super cool and inspiring Ive been toying around with getting back into comics lately as I have never finished anything more than 5 pages To redraw all the pages and panels TRADITIONALLY Your dedication is evident and the final result is very beautiful  ,positive
"bro made a peak masterpiece manga and said  I wont publish it 
comon it is SO GOOD youre really talented publish it please",positive
NEVER say youll never be that good,negative
eyeface closeups are lacking,neutral
today this and tomorrow he learns to tower dive,neutral
pewds def experienced the 5 stages of grief,negative
You should name the manga walking,neutral
Plot twist its Calvin and Hobbs,neutral
Pewds please make another skin with DBRAND before u retire,positive
I need to be like this man,positive
1849 in moments like that I always try to remember that I am in a learning process like even though I might be doing something I am skilled at or things are starting to look like I should just give up I really try to remind myself that im always learning and it helps me push through DD,positive
rich youtubers be doing anything nowadays,positive
Loved your manga,positive
it looked so well done I thought it was published as a one shot manga,positive
This is beautiful Felix your story and drawings are so nice Thank you so much for sharing the drafts and the process Very touching story I agree with mazia that tiger has no business looking sexy like that ,positive
man holy heck this is so good TT,positive
Amazing content as always,positive
I didnt know Bjrn was starting to speak japanese lolThats good though,positive
"1821  1905 as real as it gets  also as relatable as it gets

beautiful manga well done",positive
I know its already inked and all but during the chase sequence I think a few shots of the tiger with its mouth closed instead might look better I noticed it was open in almost all its scene xD,positive
1945 apparently horses are one of the hardest things to drawanimate Thats why the James Baxter horse from adventure time was an episode It was for the animator to flex lol,positive
this is legitimately incredibly well done please publish it i have watched you since the beginning and i would be honoured to own one of these,positive
It feels like a fever dream I love it,positive
857 this angle makes pewds look soooo much like his dad now,positive
Worst base for being a professional illustrator is trying to maintain a work life balance,negative
Pewds Incogni Sailey Nord Security Group etc are all owned by the same parent company Theyre exactly the kind of big tech youve been moving against It might be worth looking into it a little Their parent group owns so much of the big tech especially the kind that sponsors YouTubers,positive
Dude great job This video was very inspiring,positive
yo me and pewdiepie are making a manga at the same time,neutral
Bro that was actually really good and I had chills when the audio cut and you was just turning it was kinda like the feeling of lost,positive
cant buy it ,neutral
The kitten got me ,neutral
Im really amazed and proud of how Pewds improves his drawings Unlike me drawing since I was a kid but still the same,positive
That made me tear up what the hell,negative
"As long as I dont look at anyone elses work I feel pretty good about it
Universal artist reaction lol

In all seriousness I love your lineart style Felix Happy to see you drawing again",positive
"Im an author

Crisis Broad will remember that",negative
Japanese citizens I see,neutral
"Its so hard I have a lot of breakdowns Ill never be that good It does feel that way when you start big art projects like a manga Some pro artists have more fun drawing smaller projects first like silly fun comics And then work up to bigger projects Its impressive that pewds can pull through but there are healthier ways to achieve drawing your manga without having to torture yourself and avoid burnout Focus on drawing a part of your manga everyday and the rest of the Manga will reveal itself over time  Also I dont think I noticed any manga tutorial books in your video The manga artists are really good inspiration but there are some good ones out there that can help you understand the fundementals

Edit I probably commented to early before finishing the video",positive
I need to see you and Spilled Ink collab immediately,neutral
A very inspiring video Pewds Im a new dad myself and am trying to adjust my routine so I can keep making manga as a hobby Seeing your dedication care and artistic vision really made me want to create new things Thanks for that I look forward to seeing more of your work,positive
I keep having horrible time with motivation in my life which includes drawing but whenever I see you draw I genuinely want to try again You worked to hard to get where you are now and I think its incredible I love your manga,positive
I love the video and the manga looks awesome Id love to see you make an animated video or a flipbook someday I know it takes a lot of time but the end result would be so satisfying,positive
uhm holy shit,negative
The story world is trach,neutral
Tower dungeon inspired Love the story,positive
something about a little white baby speaking japanese is just so bizarre,negative
Why am I crying  that was beautiful,positive
"this is so cool been watching since amnesia
this made me tear up bro ggs",positive
I would buy the Manga,neutral
2749 mf that death hurt man,negative
Japan vs sweden which will pewds support lmao,positive
Your life path is inspirational As an indie comic book and animation artist i know the amount of time and dedication in takes to make something like this Youre a great rolemodel for the youth Pewds,positive
PEWDS I WANT TO BUY THIS MANGA Please publish it,positive
Hey Mr Failutre I think that youre kinda cool,positive
Please publish this holy crap,negative
Why is he losing subs,negative
Pewds your art is great,positive
The hunter still looks like a girl to me but hey thats ok Girls can be antagonists too Cool manga Pewds,positive
Amazing  Love it,positive
"The more times you draw even if it is the same image the better you get However sometimes you need to move to a different image for a while and then go back to the first one
Sometimes switching it up and taking a break helps your mind from getting overloaded and stressing out
Just like writers block you need to write something or draw something different to keep your creative thoughts going You get stuck on one thing longer than you think you need to and then the rest of your work suffers from it Been there done that and still facing it too",positive
THE SILENCE WHEN SHOWED THE ENDING CHILLSSS,neutral
I dont know why I was surprised when Bjorn spoke Japanese Of course he speaks Japanese he was born there,positive
No comments about the audio dying at 2147,negative
This is amazing good job ,positive
Wow  it must be nice to just learn whatever you want and spend your time however you want without worrying about the finance too much,positive
Has anyone ever made a manga and included blank speech boxes Like PewDiePie said he wants the reader to interpret the story themselves I think a Manga that lets you make up the dialogue and write it into the story would be awesome,positive
man everytime I see a video like this by pewds I feel like Im missing so much in life like how one get the discipline to things they want to get good at regardless happy to see your progress,positive
Pewds is the example of what to do with your time in a healthy way when youre rich,positive
what is his earphone brand the mic is sick for an earphone ,negative
Despite the boy having no face but I can feel the emotion bc the atmosphere is drawn so damn good About the brush drama I actually really like the way it looks Maybe bc I love the way the texture looks,positive
Youre not gonna be good at a thing by not doing the thing ,negative
you inspire me to try new things,positive
Felix acting like he could write dialog even if he could lol,positive
Damn thats actually brutal,negative
Will you sell it on comiket,neutral
Loved this video keep up the great work,positive
Never like a video that fast,negative
Bjorn could be a natural polyglot before he even gets to high school thats crazy Japanese from his environment English from his parentsschool Swedish from dad Italian from mum,neutral
The tiger never closed it mouth once,neutral
Next video I turned my manga to an anime,neutral
MY FAV CHILDHOOD RACIST YOUTUBER  WHO MADE RACIST JOKES ON INDIA LOOK COOL,negative
Your videos are always so helpful thank you,positive
grown adult man discovers every succesful comicmanga artists is either incredibly autistic and obsessive or spent 4 years in art school,negative
The fact that he lives in Japan is so weird,negative
"That Sekaido supply store must have pewds as a regular customer now and i bet the clerk must know hes drawing manga from the amount of paper he buys

Also Congrats on your attempt pewds you should really focus on writing a small story before you draw its more difficult to draw then write a story than the other way around",positive
Dog aggressively licking felixs ear 1040,negative
What i would give to see pewds play bob in tekken 8,positive
Im freaking blown away he just started learning to draw recently  so awesome pewds,positive
Sell the manga,neutral
This reminds me of Calvin and Hobbs I really love the storytelling,positive
You are the inspiration bro,positive
The best Manga are the horror stories  I have a GREAT idea and I asked several people and they told me to write it sad to say I cant write a script to save my life  My idea would make a pretty AMAZING movie better than the woke remakes Hollywoke has spewed out I am just looking for someone who would be interested  I am looking for a Japanese Anime writer who would be interested  If you know any Japanese MangaAnime writers who would be interested pass my name onto them,positive
Can we please have a copy Like a scanned one I feel like that manga was good enough for distribution,positive
i miss when u controlled the internet like wtf is era lol i miss the og yt king,negative
"Ah you doubt your ability as an artist  Welcome to being an artist
Its beautiful dude put it to print even as a limited run youll sell every copy",positive
"Did I cry at that ending 100 
I just wanted the boy and Tiger to live together forever ",negative
Not pewds completing a breathtaking manga while Ive been doing art since 12 cant finish a single one in one year,negative
1052 even bro was shocked in the background,negative
Are u reading Tower Dungeon thats my new favorite from Nihei,positive
"110 millions subs
barely reaches 1 million views

",neutral
Thats amazing PewDiePie I loved it I actually felt sad by the end but found it beautiful,positive
Making a story and manga is no joke I have one in my head based on the mascot I created based on my online name and it is pretty awesome I think but so daunting where to even begin when you work a 95 and are a dad and stream going on the side lol and that is just one the other is a novel about the greatest redemption how ever its a touchy subject but such a good one I hope to bring it to life one day,positive
If the world had his work ethic and drive te world would work fine,positive
I can see the tower dungeon in your art style Its so beautiful,positive
Bro you are real biggest youtuber ,neutral
every shot his hair has moved to a different wacky position ive noticed,neutral
a graphic comic just own it,neutral
There is no greater love than that of Christ who gave his life for us even when we didnt deserve it and although he died he didnt remain in the grave on the third day he rose again conquering death,negative
Side Quest Become a  Mangaka has started,neutral
Bro how tf is he able to draw manga now,neutral
Im loving the new side quest PewDiePie ,positive
"ah the process of regret no longer regretting because art pretty and then regret next wave of the trust the process 

i hate inkinglinework and so now i use what my friends call my psychosis lines chicken scratch but spicy because i have schizophrenia",negative
This art style is something like Tsutomu Nihei who is famous for Knights of Sidnia I love it,positive
This is the most stressful thing Ive ever watched in my whole life,negative
the most impressive thing about this video is not reacting when his dog licks the inside of his ear on repeat 1026,positive
"The tigers stripes flowing to the lake feels like its the tigers spirit leaving the body and returning to nature its kinda simple but immediately emotionally effective 
Very cool video pushing trough to the finish line with a project like this really is a massive accomplishment",positive
Hey guys this artist is someone Im a huge fan of and he has a lot of great songs His name is Phil Smooth If you like melodic trap youll definitely enjoy his music,positive
imagine his next project Making an anime,neutral
what ever happened to that book club in 2025,neutral
Plot twist the hunter is the boys FATHERRRRRR,neutral
i got  decent specs i would use odysius i use deepseek though idk if theres any comparable self hosting models that are even near it ngl,negative
He is actually a super cool person,positive
The side quest king,neutral
Congrats Felix This looks amazing Thanks for showing us the story,positive
i know you really love nihei manga but your manga art style literally look like Tower Dungeon ,positive
This guys is pretty cool I love watching Indie youtubers,positive
The frames are similar for example in terms of angles and object size,neutral
I got emotional with the story It gave me the same feeling I had when I read The Little Prince,positive
The story actually made me tear up a little at the end Beautifully done,positive
So cool Bjorn is gonna be trilingual being able to speak Japanese English and Swedish from his dad pewds and Italian from his mom Marzia,positive
Bro better start his own studio ,positive
This is a super admirable project to have finished Great job completing such a monumental task  I thought it was so cool and the tiger has so much life in it I definitely teared up a bit at the ending  the shading was also really well done,positive
