kind,etag,id,snippet.channelId,snippet.videoId,snippet.topLevelComment.kind,snippet.topLevelComment.etag,snippet.topLevelComment.id,snippet.topLevelComment.snippet.channelId,snippet.topLevelComment.snippet.videoId,snippet.topLevelComment.snippet.textDisplay,snippet.topLevelComment.snippet.textOriginal,snippet.topLevelComment.snippet.authorDisplayName,snippet.topLevelComment.snippet.authorProfileImageUrl,snippet.topLevelComment.snippet.authorChannelUrl,snippet.topLevelComment.snippet.authorChannelId.value,snippet.topLevelComment.snippet.canRate,snippet.topLevelComment.snippet.viewerRating,snippet.topLevelComment.snippet.likeCount,snippet.topLevelComment.snippet.publishedAt,snippet.topLevelComment.snippet.updatedAt,snippet.canReply,snippet.totalReplyCount,snippet.isPublic
youtube#commentThread,Knad7IsuhnUpPkWW_o_LZRtGUPM,UgwOuKEfzOX_hRl80WV4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,Mzhya-GdYxeCj8kIErNKdE5AbsI,UgwOuKEfzOX_hRl80WV4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,Way way better than expected,Way way better than expected,@scoon2117,https://yt3.ggpht.com/MXHp8LhyH34aoRTXhW-v0neGq9ZZtFXLU3VN-uIic6j-pHKH_IY11Tqak9UVK3YAUxokL40E=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@scoon2117,UCr_q-mT7xiR-QAAiO9D5kUw,True,none,0,2026-06-29T00:42:23Z,2026-06-29T00:42:23Z,True,0,True
youtube#commentThread,162uPBkiyiwePIpVY4gN82_Gjuk,Ugx1JBFZ5GwefT9Dcal4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,oFuMt4pd20DEbR8gEftfIiLxSX0,Ugx1JBFZ5GwefT9Dcal4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,2 decades from now pewdiepie is going to be solving ftl travel because he can,2 decades from now pewdiepie is going to be solving ftl travel because he can,@SamuelBayer-nc3rv,https://yt3.ggpht.com/ytc/AIdro_nn2r27xgt-QLsA4NOafS588bIhGJEP80r8XEC4pJEMwtmsmIosL5hG9gzQ2AyEbG8G0A=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@SamuelBayer-nc3rv,UClLN4taUiHvX6OTiE38RAvQ,True,none,0,2026-06-29T00:33:59Z,2026-06-29T00:33:59Z,True,0,True
youtube#commentThread,nOab9DJlEtJ96oqZeeWmO2uCFQA,UgyNJuH8riwV-QXTXjt4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,GH-_HyhmmRWXy4sjP8P-INLGvrM,UgyNJuH8riwV-QXTXjt4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,"<a href=""https://www.youtube.com/watch?v=iRRpvuMG7AM&amp;t=327"">5:27</a> Hey guys! I think I found a glue!",5:27 Hey guys! I think I found a glue!,@CHURCHTUARY,https://yt3.ggpht.com/KcEL33udKg0VyB4S2m9iRbULr4SwF269Fqh-Wz4navV085KyXHYxCE2-d3KymI05MgEqJosO0sU=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@CHURCHTUARY,UCXyLDcCWGsTB8tGmqCbrlbg,True,none,0,2026-06-29T00:33:23Z,2026-06-29T00:33:23Z,True,0,True
youtube#commentThread,hM7CpGWLRH7ieFmnD56YFWOXseM,UgxExgg-uRmAuOBqEtl4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,PvSoZv84emv__-KOQdBS0jZ0Doc,UgxExgg-uRmAuOBqEtl4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,What i would give to see pewds play bob in tekken 8,What i would give to see pewds play bob in tekken 8,@TheAncientOne_YT,https://yt3.ggpht.com/CMmAH5Dvi_IVdmPy0C092O85KKZwekp9zhsOiC7hfJMpGxH4UZgTsBPJEX-rBbrTrqeoMyv7Ons=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@TheAncientOne_YT,UCASmlWyfMREGJ6jqt0G-TWw,True,none,0,2026-06-28T23:37:58Z,2026-06-28T23:37:58Z,True,0,True
youtube#commentThread,u7MvObwhImnUMiMW-mHLYjorMzM,Ugy3q_3QITHXU6dW44R4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,kE60uCALbyxy2wHqnus8SJDfjOY,Ugy3q_3QITHXU6dW44R4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,"This video was amazing, learned a lot.","This video was amazing, learned a lot.",@LitherlandLitherland,https://yt3.ggpht.com/3FZE3HcVKbAZ2f8ZefzTMXpUWXxOj2iyryyc2yrGAwfKiRr6iqmQZpI_3OR2xjL35-mApwp6cA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@LitherlandLitherland,UCY_ypTv6JCsBbIWupnSZBiA,True,none,0,2026-06-28T23:12:25Z,2026-06-28T23:12:25Z,True,0,True
youtube#commentThread,Ps--ggUucGMGfgXXIpBMsDp5F24,UgwMu8LN0hrev9MHCy94AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,CsxfJkPMC3oL8wt3Ek7cbeGRDbY,UgwMu8LN0hrev9MHCy94AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,remember when he said the N word?,remember when he said the N word?,@Gjd94,https://yt3.ggpht.com/LbC4bS5NUdIV4glqVvxMO5ENIples-OpiSG_NfqtE99U4hNMjd7lklH5dmhLO3Q73jhDNWGSTA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Gjd94,UCaJpawOS92BnkohEJRZ6Y_w,True,none,0,2026-06-28T23:09:20Z,2026-06-28T23:09:20Z,True,0,True
youtube#commentThread,X-sfJifqkOQMIFFhbRk8DmemDOg,Ugy0uHWDOnDzzTv1_nd4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,mOnHL65Bb75JqDgD1hRvBswAHNQ,Ugy0uHWDOnDzzTv1_nd4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,"Hello, today I saw the protests of Turkish players, and I felt really bad for them. GTA 6 doesn&#39;t support their native language, yet they are so excited and haven&#39;t lost hope; they are actively using hashtags and messaging Rockstar to get Turkish language support added to the game. Please empathize with the sense of incompleteness that comes from not being able to play a game in your native language, and please be a supporter of them.","Hello, today I saw the protests of Turkish players, and I felt really bad for them. GTA 6 doesn't support their native language, yet they are so excited and haven't lost hope; they are actively using hashtags and messaging Rockstar to get Turkish language support added to the game. Please empathize with the sense of incompleteness that comes from not being able to play a game in your native language, and please be a supporter of them.",@drgnrstv,https://yt3.ggpht.com/MaGV1xwxLIWHZmtcL0M4xHTgyq303brtu3_1lVEfkTWdTJdnlxby97QnoeqJzkoiNLK8VfpyGA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@drgnrstv,UC0RRneQIMz8Wdx_bdQBx4lQ,True,none,0,2026-06-28T23:00:54Z,2026-06-28T23:00:54Z,True,0,True
youtube#commentThread,jqaDk3VUPBJA3OSpygVOVG9hj8g,UgwxgVuoWJq2vqDpoVt4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,_UipfILXJAFKXQBof9JFe5C0PVE,UgwxgVuoWJq2vqDpoVt4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,"I keep having horrible time with motivation in my life, which includes drawing, but whenever I see you draw I genuinely want to try again. You worked to hard to get where you are now and I think it&#39;s incredible. I love your manga!!","I keep having horrible time with motivation in my life, which includes drawing, but whenever I see you draw I genuinely want to try again. You worked to hard to get where you are now and I think it's incredible. I love your manga!!",@angrydandelion,https://yt3.ggpht.com/ytc/AIdro_kTuRl4DJ1gMxLrPpp5sUp58MPUgyUFM0SYOLiigUYeVNc=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@angrydandelion,UC_X6lO2PQrfwkKqwMCTlgXQ,True,none,0,2026-06-28T22:56:43Z,2026-06-28T22:56:43Z,True,0,True
youtube#commentThread,oCgxvm3d7g2B1fovdUXEt1RPX_c,Ugyp1fNfjDfGRrWurQN4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,4MN6PZ0fqxEZOG7WAherK66c5EI,Ugyp1fNfjDfGRrWurQN4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,すげぇ……<br>そしてタツキと弐瓶勉のバイブスをビンビンに感じる,"すげぇ……
そしてタツキと弐瓶勉のバイブスをビンビンに感じる",@Galaxy__Guy,https://yt3.ggpht.com/0nPvp7bYMznNYWmwDmd6b_hMFc7tPAT3t9lfQcM2JZ3ZXxv1m46Nq3g1Dqn7iEcQtwfw1006fw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Galaxy__Guy,UCg-O8zQT_2uB4iH9HsKWTuA,True,none,0,2026-06-28T22:55:15Z,2026-06-28T22:55:15Z,True,0,True
youtube#commentThread,RIjrgXaaH0vCbH_0IqjTE7Zf6HI,Ugxclbxx12oMKu0zZUd4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,wTbXmeBD8Yok7-F72oJjE6xMjFg,Ugxclbxx12oMKu0zZUd4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,Father time ain&#39;t it😅,Father time ain't it😅,@mack978,https://yt3.ggpht.com/ytc/AIdro_k677mSp99eQLr7FsOn8SbJzT1Sa1nMUvkJX4qCvn0aPNaZ3xuiM4eKIIzArYaFWYy_8g=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@mack978,UCh33OMf3kQZbWv-bMAkr04w,True,none,0,2026-06-28T21:45:40Z,2026-06-28T21:45:40Z,True,0,True
youtube#commentThread,CSBsTcdzLyiSWU_H7vX4F4V5dGU,UgxJSmX9b1BMXP74xSB4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,EQ6xV1XDHIoQACRZBWU1tHwV_5A,UgxJSmX9b1BMXP74xSB4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,twin please illustrate shounen ai,twin please illustrate shounen ai,@in4init3vr,https://yt3.ggpht.com/EvJn2axj7OnX4gQitAMBy3Fiub8c68TG71G7CfaAU5_tGplbZcdGBfIZKR8hA-D8nlnJYNWCjQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@in4init3vr,UC1bQ01Ux5xq7dyZyC_kmUIw,True,none,0,2026-06-28T21:40:12Z,2026-06-28T21:40:12Z,True,0,True
youtube#commentThread,MIXw2Tl7fLbY9JIIAX82Lo1pOKo,UgzkvDOATW7pSrwTynt4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,GwBAQx_XfEQ172iYlnE9jQQNdUg,UgzkvDOATW7pSrwTynt4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,"Blame! as the manga bible is right. Such a great artist, and he has so  much going on with just architecture and simple looking figures. And you can watch the mangaka get so much better from volum1 onwards. He knew waht he was doing but wasnt such a fantastic artist in volume 1 and 2.","Blame! as the manga bible is right. Such a great artist, and he has so  much going on with just architecture and simple looking figures. And you can watch the mangaka get so much better from volum1 onwards. He knew waht he was doing but wasnt such a fantastic artist in volume 1 and 2.",@heykay5610,https://yt3.ggpht.com/Iqrnm4MSPP0LIOz1103e2hDHl920MC38j5C9y5bRUe1M-XFsRi4p4Nch41uNwcddDd-hARe1riw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@heykay5610,UCisSpf71r7nCrmkPM3gogHw,True,none,0,2026-06-28T21:28:27Z,2026-06-28T21:28:27Z,True,0,True
youtube#commentThread,PhHFQ3fAnwqi2EsiZhgJ2MjcStE,UgxPxyFih-aYi1yVf814AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,cGBJXiDppJs0mwPAe_QqEhxzct8,UgxPxyFih-aYi1yVf814AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,I missed T-series vs pewdiepie era😢,I missed T-series vs pewdiepie era😢,@HEISENBERG.methking,https://yt3.ggpht.com/gC3JTAQ3ZopHLYV4rU2lu3WUDR0bjgNZ0LkvZ60syZW5op7ZgAKIr3NC2Juh3tZj968fckbR=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@HEISENBERG.methking,UCboDB8sj-SiE8qqQxQ9BVtA,True,none,0,2026-06-28T21:12:59Z,2026-06-28T21:12:59Z,True,0,True
youtube#commentThread,w3Koy5275Bi4y7B4cnKhbKKWAS4,UgxyuOZFkBB22PWK8Wt4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,lb1NwMAeI9WxRsd_-RFST9p3FxM,UgxyuOZFkBB22PWK8Wt4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,You&#39;re not gonna be good at a thing by not doing the thing... 👍,You're not gonna be good at a thing by not doing the thing... 👍,@NorthpoleShuffle,https://yt3.ggpht.com/5GCrSLYhkRoslSo66tkDZ551GZS5ZoQhgg2J9SUgGpoGpLkebkTLjdnC2jvU6MqGyEdT5L9Z=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@NorthpoleShuffle,UCzJYgYbNpBGA3Vf1OUW7XCQ,True,none,0,2026-06-28T21:08:25Z,2026-06-28T21:08:25Z,True,1,True
youtube#commentThread,NYAJgGnBtix7I46N08GWHiVvbTQ,Ugwfk2D1k6nY4Wz6zRp4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,UU_dVS0DV8SqqUG6WZlW6A3h4Ig,Ugwfk2D1k6nY4Wz6zRp4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,The kitten got me 😭,The kitten got me 😭,@LadyyKyle,https://yt3.ggpht.com/yVQd0x-RD1JTWADBOvu-jL8ypACeM0SUtwVTvHWLJzUW6Or1FF0vLLB6FngxyypUCst-TAre=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@LadyyKyle,UCezFPGPds_cN02a9CWH8OMw,True,none,0,2026-06-28T20:48:19Z,2026-06-28T20:48:19Z,True,0,True
youtube#commentThread,CGMdpza4m2djwVSqOxCYLzj5FgU,UgweRtKHnYBtb1y3qFJ4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,cLiqFl8AUrP0E8UChjH4D5e1WGc,UgweRtKHnYBtb1y3qFJ4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,PewDiePieさん最後まで完成させるなんてすごいです！しかもとてもいい味出しています。<br>プロの漫画家志望者の90%は完成させられずに挫折するんです。完遂できたことを誇ってください。<br>素晴らしいです。<br><br>趣味で描くだけならこれでいいのですが、実際に本にするなら、原稿用紙の使い方が少し間違っています。<br>DELITERの原稿用紙は印刷範囲のメモリが青い線で印刷されてるはずです。<br>用紙いっぱいに描いても、実際に印刷される範囲内しか印刷されません。それ以上書くと印刷時に裁断されて見切れてしまいます。<br>本を開いた時、見開きいっぱいに描くやり方ですが、2枚の原稿用紙を使って描くのです。<br><br>日本に住んでいるなら、是非コミケに自費出版してみてはどうでしょうか？<br>同人誌出版ならとても敷居は低く、日本国内の印刷業者は高品質で他国よりリーズナブルで印刷できます。<br>コミックマーケット108は8月15〜16日に開催されます。108回目のコミケはもう出展応募は締め切っています。<br>アマチュア作家やプロの作家達が自費出版して会場で販売するイベントです。一度体験してみてください。<br>108回目のコミケに行って、次の109回目のコミケの参加申し込み用紙を入手してください。<br>109回目のコミケは12月29日〜12月31日に開催されます。<br>きっとあなたの作品を読みたいと思って来場するファンは沢山いるでしょう。,"PewDiePieさん最後まで完成させるなんてすごいです！しかもとてもいい味出しています。
プロの漫画家志望者の90%は完成させられずに挫折するんです。完遂できたことを誇ってください。
素晴らしいです。

趣味で描くだけならこれでいいのですが、実際に本にするなら、原稿用紙の使い方が少し間違っています。
DELITERの原稿用紙は印刷範囲のメモリが青い線で印刷されてるはずです。
用紙いっぱいに描いても、実際に印刷される範囲内しか印刷されません。それ以上書くと印刷時に裁断されて見切れてしまいます。
本を開いた時、見開きいっぱいに描くやり方ですが、2枚の原稿用紙を使って描くのです。

日本に住んでいるなら、是非コミケに自費出版してみてはどうでしょうか？
同人誌出版ならとても敷居は低く、日本国内の印刷業者は高品質で他国よりリーズナブルで印刷できます。
コミックマーケット108は8月15〜16日に開催されます。108回目のコミケはもう出展応募は締め切っています。
アマチュア作家やプロの作家達が自費出版して会場で販売するイベントです。一度体験してみてください。
108回目のコミケに行って、次の109回目のコミケの参加申し込み用紙を入手してください。
109回目のコミケは12月29日〜12月31日に開催されます。
きっとあなたの作品を読みたいと思って来場するファンは沢山いるでしょう。",@niveagothk1401,https://yt3.ggpht.com/bhZ09La4kdHb2c04wACSShyW1SsG7x-0wS8xtBkZAYzg20Of9o6bsMfYvxiSYHM7UP8ibyrZ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@niveagothk1401,UCLqHARkM293p45pw4ycJqSA,True,none,0,2026-06-28T20:43:21Z,2026-06-28T20:54:51Z,True,0,True
youtube#commentThread,K96Sf9f3hZzXWyAPyi7Fa3Ucxxw,UgxzRTJQAAeJr20nheR4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,QV3soUZEYlRZwuumYy4fZOFK-bA,UgxzRTJQAAeJr20nheR4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,"Hey man I’ve been drawing for a really long time and doing something like this is incredibly difficult for even me. I totally understand your frustrations.. they’re universal!! Comics/manga is really hard. But seeing you do it is inspiring and you’re really great at it! I’m actually genuinely impressed!! Good job Pewdiepie, you’re a really cool guy stay well brotha","Hey man I’ve been drawing for a really long time and doing something like this is incredibly difficult for even me. I totally understand your frustrations.. they’re universal!! Comics/manga is really hard. But seeing you do it is inspiring and you’re really great at it! I’m actually genuinely impressed!! Good job Pewdiepie, you’re a really cool guy stay well brotha",@analogies,https://yt3.ggpht.com/TYMyYPI6S4w0tQPzN7ioAOcZKOTYhyt_-gEzxuRF5P814yvrdLvjFOG8oPxB9-d0dX5U4iz2=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@analogies,UCX3WYHH9UYaKD_aGSjZxY3A,True,none,0,2026-06-28T20:12:05Z,2026-06-28T20:12:05Z,True,0,True
youtube#commentThread,BPcQjSZLFm25Lw3l1Vdo-tNiQVU,UgxT6NJSgUMKsJTn1_N4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,o6UXgbBN73AkN6qcBMHgd7Hj4Bs,UgxT6NJSgUMKsJTn1_N4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,@pewdiepie can you tell us the name of the white headphones you were wearing in the beggining?,@pewdiepie can you tell us the name of the white headphones you were wearing in the beggining?,@adrianlolu2344,https://yt3.ggpht.com/ytc/AIdro_mJ3nPsOuXXpLDnMb_v5IZF1jX2o4cHTPSC8UE7BN9FjQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@adrianlolu2344,UC3bKIyn5H4f_ynokjvSBYnQ,True,none,0,2026-06-28T20:02:35Z,2026-06-28T20:02:35Z,True,0,True
youtube#commentThread,msLkHDReYPE6z7nPkb6o7ihvUhw,UgwPtNUuNODNVzMgIhh4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,y28jWhhKm_e06XGE7O4b1JLLLX0,UgwPtNUuNODNVzMgIhh4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,"<a href=""https://www.youtube.com/watch?v=iRRpvuMG7AM&amp;t=326"">5:26</a><br>Borat: What a&#39;this?<br>Cheese<br>Aaaand what is a&#39;this?<br>Also cheese<br>Aaah but whats this?<br>Cheese","5:26
Borat: What a'this?
Cheese
Aaaand what is a'this?
Also cheese
Aaah but whats this?
Cheese",@inceualex1831,https://yt3.ggpht.com/ytc/AIdro_kYw3dDNayqgjd_mLRUv38HRq5BmQAC_3zDruLVFZJqNe0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@inceualex1831,UCdJxHex0ErLREROcaMC9DJA,True,none,0,2026-06-28T19:50:18Z,2026-06-28T19:50:18Z,True,0,True
youtube#commentThread,03JzqSSAocqmGgFWuyxcSupGlfo,UgwoHvaHxPvdZaaKCD14AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,m74mQRYp6ush2hEsHG709uh2A6o,UgwoHvaHxPvdZaaKCD14AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,"The more times you draw, even if it is the same image, the better you get. However, sometimes you need to move to a different image for a while and then go back to the first one.<br>Sometimes switching it up and taking a break helps your mind from getting overloaded and stressing out.<br>Just like writer&#39;s block, you need to write something or draw something different to keep your creative thoughts going. You get stuck on one thing longer than you think you need to, and then the rest of your work suffers from it. Been there, done that, and still facing it too.","The more times you draw, even if it is the same image, the better you get. However, sometimes you need to move to a different image for a while and then go back to the first one.
Sometimes switching it up and taking a break helps your mind from getting overloaded and stressing out.
Just like writer's block, you need to write something or draw something different to keep your creative thoughts going. You get stuck on one thing longer than you think you need to, and then the rest of your work suffers from it. Been there, done that, and still facing it too.",@EvilGenius.,https://yt3.ggpht.com/uA-Qkylexz83yC4y9LHz-1Qwcmo4tei73XsvIT1NOa-3p6DFVQyPme6bxi1ULoe-r1tdB4pZ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@EvilGenius.,UCpb2CYg-Kywk1S7g9AS6xLQ,True,none,0,2026-06-28T19:25:16Z,2026-06-28T19:25:47Z,True,0,True
youtube#commentThread,m2CzRs57Qno39Pxvw6GI1F0Nxts,UgyKEn85P_tHXKb4NW94AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,5dR2K5UQFYRbhPvMfjDrAv_qEWI,UgyKEn85P_tHXKb4NW94AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,Bro all this is really really REALLY inspiring,Bro all this is really really REALLY inspiring,@Polin_art,https://yt3.ggpht.com/I32c6Rgqvf7jbU7AjKbOkWSe79N_pNVSIRvhdoGdAhXOEl4mi2tG-u3lKqY6-_lk4wQmFieGgw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Polin_art,UCoX_LZfBTVSaFOEGh1kGgGQ,True,none,0,2026-06-28T19:24:25Z,2026-06-28T19:24:25Z,True,0,True
youtube#commentThread,XKnAN7xflN5vs_8Ag9ngvEVDV04,Ugz_ONLgKdoRSbiSy314AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,gCK1VvqL98jsxfpq5aQPkdV-kp8,Ugz_ONLgKdoRSbiSy314AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,this is actually impressive,this is actually impressive,@bruhmoment3731,https://yt3.ggpht.com/hjckup7EoXdoztaLvX7LRF9E-PLj4IcVej4dbLEHoFvc2pt22m_AbFe71F-8iwfROju9XXnd=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@bruhmoment3731,UCFt3UaGqGQ_n8sCvkp-xzeQ,True,none,0,2026-06-28T19:22:26Z,2026-06-28T19:22:26Z,True,0,True
youtube#commentThread,vvRJ8tPQGLhyPrLWJjrVInsIvN4,Ugym29djSLPC2LzAxwh4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,X7enhjRKnhhHC0dINtYkySy4Qyo,Ugym29djSLPC2LzAxwh4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,"<a href=""https://www.youtube.com/watch?v=iRRpvuMG7AM&amp;t=1366"">22:46</a> giving me Akira vibes on this shot",22:46 giving me Akira vibes on this shot,@Mono_toneee,https://yt3.ggpht.com/uis5WhP5J9koldpA44rhF2HYrvOf2l0BCfte_HAVs0XfIShKoG2ffj12l8SbaemSwC0jQMgjNEg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Mono_toneee,UC51PAI9XliihQqdHapsU9Kw,True,none,0,2026-06-28T19:14:37Z,2026-06-28T19:14:37Z,True,0,True
youtube#commentThread,SIe0uTgJ1a3UQfO5EMQYumSukkM,UgxvuXmv1WGKSG6rw3t4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,BXcaWhnXD2V5aRjQ0ZZk4fzuEsE,UgxvuXmv1WGKSG6rw3t4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,"<a href=""https://www.youtube.com/watch?v=iRRpvuMG7AM&amp;t=1589"">26:29</a> what is the reference",26:29 what is the reference,@sevcrycat,https://yt3.ggpht.com/CDJkRZt9zsKKxwVceERXFpQ7HjleBSs5bHeJo1yrJwE03DvItIfytobh5w0E7baC_GSZIuxnH4g=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@sevcrycat,UCwZcmBCx6HSlaNdkUHnCpqQ,True,none,0,2026-06-28T19:04:29Z,2026-06-28T19:04:29Z,True,0,True
youtube#commentThread,V3AR0Z2ElvIgyXExcTB7TL8j9J8,UgysUOhAUcukQyBv8Wl4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,-V9RGpgAoYWKK47FaBlpA0TFlo8,UgysUOhAUcukQyBv8Wl4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,"No, not the fat tiger!!!!!","No, not the fat tiger!!!!!",@SreeMoOwO,https://yt3.ggpht.com/je82_NESPhHuyNeH-Ltx1e5eYRMYrvlh40kEZxZAHzSGQ0-r4Ta1FKTaudFr3rZYskwm8UXn=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@SreeMoOwO,UCnrEwOhqoSjTnf7LEYHdX1Q,True,none,0,2026-06-28T18:54:48Z,2026-06-28T18:54:48Z,True,0,True
