text,label
I absolutely loved your manga and i got a bit teary eyed at the end there Art is so amazing in how it moves people,positive
I dont know why I was surprised when Bjorn spoke Japanese Of course he speaks Japanese he was born there,positive
we all know bjorn drew that while you were making the video on odysseus,neutral
"YES Hello Fellow Storyman Manga artist   D 
huehuehue are those panels going on the Chapter Shirts too Thank you for the 8 from the first batch ",positive
The tigers pretty lit i like the art,positive
can tell how heavily its inspired by niheis new artstyle specifically tower dungeon even had yuva in the storyboards,positive
Bro is living the life Great to watch this hopfully I can pick up on thing for my visual novel,positive
this is legitimately incredibly well done please publish it i have watched you since the beginning and i would be honoured to own one of these,positive
Wow The art is great The story was simple but still compelling and sad You should keep going making art cuz it looks so wonderful already And actually the blank faces isnt a bad choice,positive
"526
Borat What athis
Cheese
Aaaand what is athis
Also cheese
Aaah but whats this
Cheese",neutral
The shot of the tigers stripes going into the water is immaculate,neutral
For the panels in the wrong order since they are the same size you can just swap them after you scan the pages,negative
whats next I wonder maybe hell reinvent the wheel,negative
1016 The dog is back there emoting He used all the fortnite emotes that he could lol,positive
You are the goat  smooch,neutral
2629 what is the reference,neutral
AINT NO WAY,positive
Im starting to think you are not a real person because I was just think about doing the same things like same time wtf,negative
BUT WHAT DOES IT ALL MEAAANNNN,neutral
This is beautiful Felix your story and drawings are so nice Thank you so much for sharing the drafts and the process Very touching story I agree with mazia that tiger has no business looking sexy like that ,positive
this was a great and insightful video I loved it,positive
Can we please have a copy Like a scanned one I feel like that manga was good enough for distribution,positive
Pewds your art is great,positive
"this is so cool been watching since amnesia
this made me tear up bro ggs",positive
his art style reminds me of blame and tower dungeon by tsutomu Nihei,negative
The quest for cultural appropriation isnt over I see,neutral
Really happy for bro but watching him lately has become just a painful reminder of how bad my life has been going,negative
Bro try make game bro nexr with defold,neutral
Bro is using his wealth to raise a good family and continue to learn new skills and then apply them by creating new thingsthis is the way,positive
I know its already inked and all but during the chase sequence I think a few shots of the tiger with its mouth closed instead might look better I noticed it was open in almost all its scene xD,positive
"Felix the character arc Im delighted to see is YOURS Im Swedish so what do I know but Im feeling like your mindset is Japanese  Love all the feelings youre going through 
You did an amazing job on the manga congrats",positive
best Saily AD ever LOL,positive
"he was the peak of an era
now reduce to a tiny mortal 
bcz he chose freedom",positive
Hire this man,neutral
Bros author name gonna be Pewdiepie for real,neutral
I know your proud of your work but you hold yourself to a high standard with the idols you have what you drew is GREAT,positive
"This motivates me to continue work on mine 
Thanks PewDiePie",positive
Thank you for this video very enlightening,positive
maybe someday you should draw a splash art i think it will be amazing,positive
I never watched pewdiepie back in the day but its amazing to see how he went from your casual gaming youtuber to achieving great heights living a life of creativity and being someone that inspires others and probably will for generations to come,positive
i know you really love nihei manga but your manga art style literally look like Tower Dungeon ,positive
PLEASE PUBLISH Please,positive
"I wanna remind anyone who sees this even the most famous manga have some janky ass frames sometimes characters be looking wild from one close up to another and other times it looks better But the mangaka still published and the story gets loved You ever read the first volume of attack on titan Some of those shots are insanely goofy

All this to say its good to put out good work but dont let yourself get stuck on the details and perfecting every frame sometimes its better to just get it done and get your story out there",positive
it would be cool if from the stripes of the big tiger in the water the little black cat emerged as in rrn or something that was really cool and great work,positive
As a graphic designer who made a moving manga which is a manga that has tiny animations and its online I knew he would branch into manga cause he wanted to be a graphic designer waaay back thats why he had Photoshop lessons and a channel in the very beginning its a full circle moment and I love to witness that  also Felix Im a graphic designer because of you so thank you bro,positive
The world got weird bro,negative
Loved your manga,positive
"Its so heart warming to see people invested and passionate about art

The widespread use of generative AI has worn down my passion for drawing because it feels pointless now Went into an art depression of sorts because of it This really inspires me 


This is AMAZING",positive
The highlight page can be the part where the tiger loses its stripes with the stripes flowing down the like lake The stripeswaves on the lake is obviously a reference to Pewds theme design Love the contrast on that page,positive
from the learning to draw in 100 days vid to this you can really see the improvement,positive
I just started planning my own graphic novel last month and im just past the research about art supplies and im VERY jealous about all the screen tones and deleter paper theyre insanely expensive in europe so ive just decided to go digital this time,negative
Im gonna say this now and I might be wrong Bro might have an anime series one day,negative
"When I first read BLAME I would listen to a playlist of orchestal music and every so often the playlist would end during an intense scene and I would be so immersed I couldnt stop reading to restart it

When the video went silent it captured those feelings all over again The lack of dialogue the heavy emotions and the silence

Felix I think youve done a great job of replicating the feeling of BLAME and you should be proud ",positive
857 this angle makes pewds look soooo much like his dad now,positive
Dude great job This video was very inspiring,positive
This is so good omg,positive
He couldnt resist adding his pewdiepie pattern lol,positive
Its kinda weird but I never watched pewdiepie when he was number 1 but ever since he moved to Japan hes been one of my favorites,positive
"And then you go into the boy
First manga and he chose Yaoi",neutral
The mountains are really beautifully done The Tiger is also well drawn in that panel It does give some vibes that Blame does like travelling and you dont where your going But its really mountain drawings that impressed me the most,positive
I really appreciated calling out the part of yourself that gives up near the end I think I do that too and it makes me wanna do better,positive
This man is living his best life,positive
Pewds I wish you were the older brother I never had,positive
    hey you its me Erick you inspired my younger years Peace love and happiness to you and your life,positive
"Its so hard I have a lot of breakdowns Ill never be that good It does feel that way when you start big art projects like a manga Some pro artists have more fun drawing smaller projects first like silly fun comics And then work up to bigger projects Its impressive that pewds can pull through but there are healthier ways to achieve drawing your manga without having to torture yourself and avoid burnout Focus on drawing a part of your manga everyday and the rest of the Manga will reveal itself over time  Also I dont think I noticed any manga tutorial books in your video The manga artists are really good inspiration but there are some good ones out there that can help you understand the fundementals

Edit I probably commented to early before finishing the video",positive
Thank you very much for creating Odysseus ,positive
I like to draw too I recommend you to use Artwod now i can really draw Im Telling just so you dont waste to much time on the problems that you have in this video,positive
Bro just loves BLAME so much that he removed speech from own manga,positive
This was actually deep and profound for how I interpreted it personally also healing Thanks for the adventure,positive
whooaaaaim so invested in the manga you created,positive
Mr Pew watching your journey reignited my passion on drawing again I honestly cheer you on your artdevelopment and Im truly glad I followed you since the old days thank you and have a good one,positive
Thats it im doing my self a manga,neutral
It feels like a fever dream I love it,positive
why did you do the Tiger like that,positive
I cried at the end man,negative
Atleast felix is not down the rabbit hole of digital drawing ,neutral
You should submit this to Peow2 to publish Or glacier bay,neutral
Blame as the manga bible is right Such a great artist and he has so  much going on with just architecture and simple looking figures And you can watch the mangaka get so much better from volum1 onwards He knew waht he was doing but wasnt such a fantastic artist in volume 1 and 2,negative
Youre sooo freaking talented,positive
pewds leaking us to interepret the ending was diabolical ,neutral
My problem is abundance of skill but absolutely void of desire,positive
I love how this guy is literally just me and my boyfriend mashed into one person my boyfriend for the tech stuff me for the art stuff,positive
great now do it with colour,positive
bro it is sick,negative
Pewds is the MC of our world,neutral
The boy goes back to his hollow haven To never come back again I respect that,positive
calvin and hobbes into a manga Nani,neutral
Felix it all looks great man Dont be overly critical of yourself Im proud of you big dawg,positive
Wow that was great ,positive
Im glad he used the traditional medium over the digital one Its more fun to watch and the organic and unique look drawing and inking something traditionally brings to the table,positive
anyone else think of the Kung Pow movie when he kept saying tiger tiger tiger,neutral
Bjorn is honorary Japanese,positive
Dont get hung up on things like is the ink black enough that can be fixed digitally by adjusting levels Focus on the story,positive
"y u so evil     
that tiger deserved to live     
Im devastated   ",negative
This reminds me of Calvin and Hobbs I really love the storytelling,positive
Just drawing the same tiger consistently makes him incredible,neutral
You know Manga artist has worked themselves to hospitals or to death right ,negative
Im just gonna draw twice and fuck up the first one on purpose PewDiePie,negative
"ok
Felix draw sexy tiger and Marzia is a furry",positive
I wanna see this mans most recent sketchbook,neutral
Side Quest Become a  Mangaka has started,neutral
I painfully relate with the note about how you sabatoge when your project isnt turning out the way you want I have to stop myself from this same thing all the time and it feels so relatable ,negative
Will this be published,neutral
i like that you can assume that the cat in the end can be the tiger after dies and he is made of his stripes or something,positive
this guy is living my dream,positive
Are you not coming to the USA to watch and support Sweden and Japan,positive
Honestly your art is beautiful love the style Huge respect for pushing through and finishing it we always tend to be the harshest with our selves Looking forward for another manga attempt  Amazing job,positive
what about writing a light novel ,positive
yes very awesome,positive
I fucking love Ragnarok Your next challenge is make this internet great again do a online game Thank you so much,positive
Hey Felix Honest question where do you get all of the motivation inspiration and strength to do all of the stuff that you do It feels like you are constantly doing something new and to a great extent,positive
Now turn it into an anime,neutral
When you showed the initial storyboard my immediate impression was that how it reminded me of Niheis Tower Dungeon Then midway through you mentioned your inspiration and it clicked Thank you again for sharing this,positive
Honestly love when you do anything art related seeing the thought processes reasons behind stuff is so good,positive
Wait why tf is it actually so good,positive
Bjorn going to be a voice actor,neutral
Wow Bjorn has grown up so quickly time flys by so fat,positive
You need to burn a little bit the nib of the pen to get the oil off from it when you use ink,neutral
man holy heck this is so good TT,positive
As a kid I I saw others watching pewdiepie it was just not my niche but its random as hell to see bro turned Japanese,negative
Include Maya and Sven haha,positive
1945 apparently horses are one of the hardest things to drawanimate Thats why the James Baxter horse from adventure time was an episode It was for the animator to flex lol,positive
no more meme reviews or LWAY or pwediepie tuber simulator now I miss those days,negative
Your video has inspired me to draw my own short comic Its gonna be 45 panels so a lot less ambitious  Good luck on our endeavors good sir,positive
You never fail to amaze me felix,neutral
Bro aint doing any side quests anymore Hes doing WHOLE DLCs,neutral
Can the Tiger close his mouth lol i love this,positive
One of the arcs of Shirobako is about drawing horses how hard is it and how they bring an old timer to do it and Pewds just draw 3 on his 1st manga,negative
1055 that look at the camera is killing me,negative
Japanese citizens I see,neutral
Thanks bro I needed this Working on my manga Two years will be here before i know it,positive
At a certain level you shouldnt call yourself an amateur,positive
NEVER say youll never be that good,negative
at this point felix just unlocking a new skill tree every year,neutral
today this and tomorrow he learns to tower dive,neutral
pewds def experienced the 5 stages of grief,negative
Where can i buy this,neutral
Never let them know your next move,neutral
2 decades from now pewdiepie is going to be solving ftl travel because he can,positive
The panel where the tigers stripes are leaking into the water made me tear up Ill be honest,positive
ur starting to look like arthur morgan,positive
Pewds with all this art and coding youve been doing maybe your next project should be something combining the two Ive been working on an art platform called DomoTown the last several years We have a small community and could use someone like you to give it new life,positive
 the slow loss of sanity was hilarious and relateable lol I hope he finishes it,positive
Speaking of art please play meccha cameleon please pewdiepie please,positive
Inspirational working on a hobby also thanks for this,positive
He is INSANELY talented Love the tiger ,positive
"Keep working Pewds Yes it is hard but is Worth it

Theres nothing more wonderful than to create Thank you for the video",positive
Beautiful work Because you go right into full intensity you are living a full life Kudos to you bro,positive
Colorbrushes are my some of my favorite art supplies,positive
Pewds Incogni Sailey Nord Security Group etc are all owned by the same parent company Theyre exactly the kind of big tech youve been moving against It might be worth looking into it a little Their parent group owns so much of the big tech especially the kind that sponsors YouTubers,positive
Pews drawing is insanely good bro can do animation on his own at this point if he wanted to,positive
this is amazing art the page where the tiger lost its stripes gave me goosebumps,positive
ngl i want a pewdiepie art piece even if its a sketch,positive
Inverted A Passion in the Desert by Honor de Balzac how predictable,positive
Worst base for being a professional illustrator is trying to maintain a work life balance,negative
the art style is great,positive
This was great idea thank you pewds,positive
Wait did the boy already know about the tiger before he went to the town,neutral
Just a question why is it that the reading order is left to right  And not right to left like a manga ,positive
Pewds was done with the main quest and now grinding on all the possible side quest o7,neutral
Reminded me of the Mountain by the Gorillaz 3,neutral
Fantastic video really appreciate your effort,positive
That made me tear up what the hell,negative
and he eats the boy at the end  imagine this ending lol,positive
"Im an author

Crisis Broad will remember that",negative
Lots of bowls felix,neutral
12 years later and I am still here watching Love you Pewds keep having an amazing adventure You are always an inspiration 3,positive
2252 180 head call the exorcist,neutral
Making a story and manga is no joke I have one in my head based on the mascot I created based on my online name and it is pretty awesome I think but so daunting where to even begin when you work a 95 and are a dad and stream going on the side lol and that is just one the other is a novel about the greatest redemption how ever its a touchy subject but such a good one I hope to bring it to life one day,positive
wowzah respecting the grind what a sad ending of the manga tho o amazing idea with tiger stripes floating with river,positive
Blame is also one of my favorite manga I think you did absolutely amazing for your first time I see the heavy influence of art work from blame I see the effort I love this Good job,positive
uhm holy shit,negative
The shadows dont make sense in the manga,neutral
"Comics teacher here this is a pretty amazing result from someone who started drawing seriously like a year ago There are some things that could be better but the base is very solid especially if you didnthave anyone giving you much feedbackcorrections Good vision over all And it sounds like a very cute story too

And that tiger is sexy as hell ",positive
something about a little white baby speaking japanese is just so bizarre,negative
That selfreflection on coping mechanism is so relatable Thinking like I dont even give it a try I also constantly face these thoughts and eventually finding myself not trying anything new Very interesting of him to record that in this video it feels like we are just his journal or sth him just sharing everything from his perspective,positive
That was great,positive
The dots are called duotone Old comic shorthand for producing texture and shade,neutral
2749 mf that death hurt man,negative
the panel with the tiger stripes becoming ink in the water is an honestly iconic and unique visual,positive
Bro has such a great understanding of visual storytelling and composition You can tell he truly loves and appreciates art,positive
"Hey Pewds I was just thinking as I watched through your final manga that the most impressive thing from this is that you finished it just like that artist said to you Creative work really is about finishing the thing and moving on because each time you do you grow in a way that it is hard to perceive right away but that is always the key To finish and move on

I work in animation with storyboard and writting and here are my technical thoughts on it if it interests you Your drawings are super good and love your wide shots You could make use of the rule of thirdsless centered focus for a next one as that could bring a bit of variety and push the feeling you want to express especially when you do something purely visual no dialogue as this In terms of writing and the story your instinct to cut things is absolutely right  the best stories are told with a lot of subtext and implications rather than showing everything except for specific moments that deserve extra attention The ending felt like it needed that but some of the first few shots couldve been cut like you said

Its up to you if you want to take or leave my feedback but the last thing Id say from creator to creator is always listen to your gut Sometimes you cant explain it but that is part of the magic in art a lot of it is made by feeling what you should or should not do Again impressive work overall and especially that you push through it all and finished it I hope you take time to rest but then continue with your next artistic adventure because you obviously feel joy from it and have an artistic spirit",positive
Hey man you might not read this but here it goes anyways Im 38 almost 39 years old guy that has a wife an a 8 years old son So I think were pretty much from the same generation Ive followed you since 2012 more or less I somewhat felt like I envied you because you can do all this stuff that I always wanted to do but always had to put down or postpone indefinitely because I didnt have the time or whatever reason  however this video hit something different and I noticed you and I have something in common throughout the video you like criticized yourself or I noticed that you had your doubts or concerns but you kept forward you kept at it you had lows and ups but you kept pressing forward and you finished it You finished your own manga and thats no small feat considering you have a wife and a son and I guess a lot of other things to do but you kept pushing for something you wanted to do and I felt really happy for you by the end when you read your finished product And I could sense all the love and effort you put on and that got me thinking Theres always a phrase my wife tells me Better done than perfect You dont need it to be perfect you need it to be done So congratulations man You did really well and you should be proud of what you made I will try to do as well,positive
Please publish this holy crap,negative
Why is he losing subs,negative
018 bjorn speaking Japanese is surprising I thought he would speak Swedish even though he is living in Japan,positive
Bjorn just speaking Japanese caught me off guard thats so awesome,positive
Amazing I Really love Pewds manga ,positive
"
Its truly impressive that youre drawing using traditional analog methods  I dont think anyone would blame you for using digital tools though At the very least it should be fine to use a copier if the background is the same",positive
Kind of reminds me of the game the Last Guardian,neutral
This is amazing good job ,positive
No comments about the audio dying at 2147,negative
That was nice,positive
This is amazing,positive
I can tell this is about the loss of a loved animal I loved it,positive
Loved this video keep up the great work,positive
Pewds casually flexing on us with his stier art,positive
what is his earphone brand the mic is sick for an earphone ,negative
That was really well done I thought the manga turned out really well and the story telling was really good,positive
Youre not gonna be good at a thing by not doing the thing ,negative
Despite the boy having no face but I can feel the emotion bc the atmosphere is drawn so damn good About the brush drama I actually really like the way it looks Maybe bc I love the way the texture looks,positive
Ngl I was doing other things throughout the video but once it was time to see the final product i was SAT You did amazing Cant wait to see what else you come up with pews,positive
Damn thats actually brutal,negative
An art YouTuber named Viyuara made a fanart based on your manga,neutral
Please make a happy wheels manga,positive
Never like a video that fast,negative
the tiger looks Asian ngl,neutral
Whoa i thought u said Nga Again,neutral
"pewds hello I am in a car 

I related to that",neutral
MY FAV CHILDHOOD RACIST YOUTUBER  WHO MADE RACIST JOKES ON INDIA LOOK COOL,negative
I like the results,positive
grown adult man discovers every succesful comicmanga artists is either incredibly autistic and obsessive or spent 4 years in art school,negative
The fact that he lives in Japan is so weird,negative
pewds someone will make a fan animation I can alr sense it great work,positive
Dog aggressively licking felixs ear 1040,negative
Please publish it,positive
I can see the tower dungeon in your art style Its so beautiful,positive
138 we get it you have a life,neutral
This is so cool,positive
Great tips thanks for sharing,positive
Thats really cool thanks for sharing bro,positive
The story was really good,positive
i miss when u controlled the internet like wtf is era lol i miss the og yt king,negative
he wasnt joking about Blame being his favorite manga i can see the art style,positive
"Did I cry at that ending 100 
I just wanted the boy and Tiger to live together forever ",negative
Not pewds completing a breathtaking manga while Ive been doing art since 12 cant finish a single one in one year,negative
1052 even bro was shocked in the background,negative
It almost like Tower Dungeon,positive
I would buy the Manga,neutral
The story actually made me tear up a little at the end Beautifully done,positive
as a long time watcher i am so so happy to witness you find love in art  pursuing and exploring your creativity I had to make a 56 page comic for my final project in art school  i had two months and I feel so seen by this video and your passion please keep making art its so inspiring,positive
Bjorn being an italianSwedish kid with english speaking parents living in Japan bro has like 20 languages by default,positive
I love how I uncover a personal lesson here Damn this is cool,positive
yo me and pewdiepie are making a manga at the same time,neutral
cant buy it ,neutral
You are the man of many skills,neutral
There is no greater love than that of Christ who gave his life for us even when we didnt deserve it and although he died he didnt remain in the grave on the third day he rose again conquering death,negative
Bro rushed the main quest and now hes doing random side objectives ,neutral
for your first manga make a 20 page oneshot,neutral
"Im reading the end as Hes the big one now Whatever this shall mean  I actually think its a great idea to let the reader make up his own story 
And thanks for also sharing your struggles along the way I almost hate that I can relate so much 
The Im aware of it and I feel it so I hope I can break through is probably what Im taking with me from this video  well at least giving it my best to do so 

I dont have to throw away work thats 90 there  its probably an illusion that its complete bull when Im aware and I feel it I can find a way to handle it

Thank you ",positive
"ah the process of regret no longer regretting because art pretty and then regret next wave of the trust the process 

i hate inkinglinework and so now i use what my friends call my psychosis lines chicken scratch but spicy because i have schizophrenia",negative
Even though its not perfect you should scan this and upload somewhere I guarantee theres a lot of people watching who would love to be able to print their own copy or even just analyze the panelsstory closer than your recording going through the pages,positive
This is the most stressful thing Ive ever watched in my whole life,negative
you are your own worst critic youre doing a great job watching your art journey is so inspiring your art keeps getting better and better ,positive
just throw your manga at your gpus i promise it will be epic D,positive
I got so emotional twas a tiger in the beginning but as it bled out its prints it just became a cat in the end so profound,positive
Petition for PewDiePie to make a long manga series,neutral
I would argue you HAVE to like your own story,neutral
Pewdiepie must be the main character of this world,neutral
i got  decent specs i would use odysius i use deepseek though idk if theres any comparable self hosting models that are even near it ngl,negative
A Wise Fujimoto Tatsuki and The Manga Creators Says Make Your Own,positive
a graphic comic just own it,neutral
if that kitty was the reincarnation then maybe I can tell myself it was a happy ending ,positive
my autism didnt really get it but i loved the art keep going,positive
Omg pewds you have made so much progress making a comic requires an incredible amount of dedication and shows how much passion you have for drawing As a prospective art professor I am so glad to watch this process,positive
About time I started drawing again,neutral
Love the background HTTDPirate of Caribbean vibe,positive
Amazing  Love it,positive
2246 giving me Akira vibes on this shot,positive
"As long as I dont look at anyone elses work I feel pretty good about it
Universal artist reaction lol

In all seriousness I love your lineart style Felix Happy to see you drawing again",positive
Love from Norway,positive
